kind,group,title,source,output,lines,chars,dimensions,concepts,sha1
书籍章节,085_Designing Interactions ( etc,2. Interactive Products,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\085_Designing Interactions ( etc\31_2. Interactive Products.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\085_Designing Interactions ( etc\31_2. Interactive Products_知识体系分析.md,25,3495,设计本体与问题域；历史语境与社会机制；材料媒介与形式语言；人物机构与案例网络,功能主义；系统集成；视觉传达；符号系统；研究范式,de8d31e96ac91da35a6da9aabb86eb04ab647806
书籍章节,085_Designing Interactions ( etc,3. Designing Services,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\085_Designing Interactions ( etc\32_3. Designing Services.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\085_Designing Interactions ( etc\32_3. Designing Services_知识体系分析.md,166,23870,设计本体与问题域；方法过程与研究范式；技术思维与制造逻辑；人物机构与案例网络,功能主义；视觉传达；符号系统；设计思维；创造性；研究范式,adf5185a873beaa430e6462109de43634b291567
书籍章节,086_Die Kunstismen Les ismes de l'art The isms of art -- herausg,Die Kunstismen  Les ismes de l'art  The isms of art -- herausgegeben von El Lissitzky und Hans Arp  Les ismes de -- Rist,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\086_Die Kunstismen Les ismes de l'art The isms of art -- herausg\01_全文.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\086_Die Kunstismen Les ismes de l'art The isms of art -- herausg\01_全文_知识体系分析.md,686,19498,人物机构与案例网络；材料媒介与形式语言；技术思维与制造逻辑；历史语境与社会机制,符号系统,d7aa2db7f159417ebc4ace1fbf3b253236afd57d
书籍章节,087_Digital style history the development of graphic design on t,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\00_前言与目录_知识体系分析.md,40,2505,材料媒介与形式语言；设计本体与问题域；方法过程与研究范式；历史语境与社会机制,广义设计；视觉传达；符号系统；创造性；研究范式,c8fad3b3eeed2a7b0f80ec2a20a8df4b99ce74e5
书籍章节,087_Digital style history the development of graphic design on t,1. Introduction,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\01_1. Introduction.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\01_1. Introduction_知识体系分析.md,11,1280,材料媒介与形式语言；设计本体与问题域；历史语境与社会机制；人物机构与案例网络,符号系统,5b9626872abae0f60ae415519784021e5953088a
书籍章节,087_Digital style history the development of graphic design on t,2 From text-based to design-based medium,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\02_2 From text-based to design-based medium.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\02_2 From text-based to design-based medium_知识体系分析.md,11,1825,设计本体与问题域；材料媒介与形式语言；技术思维与制造逻辑；历史语境与社会机制,功能主义；系统集成；符号系统,3fe2aff34d168b294245c19d3fa22dae000749d7
书籍章节,087_Digital style history the development of graphic design on t,3. Generations and fresh styles,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\03_3. Generations and fresh styles.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\03_3. Generations and fresh styles_知识体系分析.md,23,4818,设计本体与问题域；材料媒介与形式语言；人物机构与案例网络；方法过程与研究范式,功能主义；符号系统；创造性,9c85928c691745c92e2f12f66b062027cd968111
书籍章节,087_Digital style history the development of graphic design on t,4 The concept of style as a framework for interpretation,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\04_4 The concept of style as a framework for interpretation.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\04_4 The concept of style as a framework for interpretation_知识体系分析.md,27,4738,材料媒介与形式语言；设计本体与问题域；人物机构与案例网络；方法过程与研究范式,功能主义；视觉传达；符号系统；创造性,5c4628685fb3695034bc4b3825ba038d2ceee841
书籍章节,087_Digital style history the development of graphic design on t,5 Battle of the design ideologists,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\05_5 Battle of the design ideologists.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\05_5 Battle of the design ideologists_知识体系分析.md,23,2625,设计本体与问题域；材料媒介与形式语言；人物机构与案例网络；历史语境与社会机制,功能主义；系统集成；符号系统；创造性,2f5c91b77f4df5fd204aef5aa58074a1c0ddd837
书籍章节,087_Digital style history the development of graphic design on t,"6. Functionalism: HTML design, hyperfunctionalism, Swiss style, corporate and branding styles","C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\06_6. Functionalism_ HTML design, hyperfunctionalism, Swiss style, corporate and br.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\06_6. Functionalism_ HTML design, hyperfunctionalism, Swiss style, corpo_知识体系分析.md",58,11162,设计本体与问题域；材料媒介与形式语言；人物机构与案例网络；技术思维与制造逻辑,功能主义；系统集成；符号系统；创造性；研究范式,0dad5fec8416ea99dcd4471856ec58a226fc4abc
书籍章节,087_Digital style history the development of graphic design on t,"7 Avant-garde: trash, lo-fi-grunge, kilobyte minimalism and the pixel phenomenon","C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\07_7 Avant-garde_ trash, lo-fi-grunge, kilobyte minimalism and the pixel phenomenon.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\07_7 Avant-garde_ trash, lo-fi-grunge, kilobyte minimalism and the pixel_知识体系分析.md",63,10030,材料媒介与形式语言；设计本体与问题域；人物机构与案例网络；技术思维与制造逻辑,功能主义；系统集成；符号系统；创造性,50b01f97bd815c529b084e222dfbd6ad608f3a59
书籍章节,087_Digital style history the development of graphic design on t,8 Conclusions,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\087_Digital style history the development of graphic design on t\08_8 Conclusions.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\087_Digital style history the development of graphic design on t\08_8 Conclusions_知识体系分析.md,89,6319,材料媒介与形式语言；设计本体与问题域；人物机构与案例网络；方法过程与研究范式,视觉传达；符号系统；创造性；研究范式,8eb5bb8fb17603d55e9c0551fd03bc1d50c2ce1a
书籍章节,088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\00_前言与目录_知识体系分析.md,92,16545,设计本体与问题域；历史语境与社会机制；技术思维与制造逻辑；方法过程与研究范式,问题解决；功能主义；符号系统；研究范式,5ff05519b6a7f3900b144fa0e51075bb7867ae71
书籍章节,088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel,1. There is no definitive formulation of a wicked problem,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\01_1. There is no definitive formulation of a wicked problem.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\01_1. There is no definitive formulation of a wicked problem_知识体系分析.md,27,5060,设计本体与问题域；技术思维与制造逻辑；材料媒介与形式语言；方法过程与研究范式,功能主义；创造性；研究范式,9688e472a455ae5ed2f5994eec465152b89e94d3
书籍章节,088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel,"3. Solutions to wicked problems are not true-or-false, but good-or-bad","C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\02_3. Solutions to wicked problems are not true-or-false, but good-or-bad.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\02_3. Solutions to wicked problems are not true-or-false, but good-or-ba_知识体系分析.md",9,820,设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,,3d44e297bea014f3767a3a0a5bf6c40d5dd9923f
书籍章节,088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel,4. There is no immediate and no ultimate test of a solution to a wicked problem,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\03_4. There is no immediate and no ultimate test of a solution to a wicked problem.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\03_4. There is no immediate and no ultimate test of a solution to a wick_知识体系分析.md,11,801,设计本体与问题域；人物机构与案例网络,,de7f7782ce6aa0d4a19762e8fa382b0e4ddad69b
书籍章节,088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel,"5. Every solution to a wicked problem is a ""one-shot operation""""; because there is no opportunity to learn by trial-and-",C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\04_5. Every solution to a wicked problem is a _one-shot operation__; because there.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\04_5. Every solution to a wicked problem is a _one-shot operation__; bec_知识体系分析.md,23,3293,设计本体与问题域；技术思维与制造逻辑；人物机构与案例网络；材料媒介与形式语言,符号系统,5f903d1795e516c5692deeaa2d683fe048f77a53
书籍章节,088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel,7. Every wicked problem is essentially unique,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\05_7. Every wicked problem is essentially unique.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\05_7. Every wicked problem is essentially unique_知识体系分析.md,13,1660,设计本体与问题域；历史语境与社会机制；技术思维与制造逻辑；材料媒介与形式语言,功能主义,dd20873a26afbacb8283125c99639d1bcc4cb9ce
书籍章节,088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel,8. Every wicked problem can be considered to be a symptom of another problem,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\06_8. Every wicked problem can be considered to be a symptom of another problem.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\088_Dilemmas in a General Theory of Planning (Horst W. J. Rittel\06_8. Every wicked problem can be considered to be a symptom of another_知识体系分析.md,61,12253,设计本体与问题域；历史语境与社会机制；技术思维与制造逻辑；材料媒介与形式语言,功能主义；符号系统,f0925e97e34f01bb933b96ca8c628f2fcba05b19
书籍章节,089_Displaying the Orient Architecture of Islam at Nineteenth-Ce,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\00_前言与目录_知识体系分析.md,1858,270504,历史语境与社会机制；人物机构与案例网络；材料媒介与形式语言；设计本体与问题域,广义设计；功能主义；系统集成；标准化；视觉传达；符号系统；创造性；研究范式,78f4b3876fc090363fcc0423c7a1487ff4e0d590
书籍章节,089_Displaying the Orient Architecture of Islam at Nineteenth-Ce,Chapter One: Muslim Visitors to World's Fairs,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\01_Chapter One_ Muslim Visitors to World's Fairs.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\01_Chapter One_ Muslim Visitors to World's Fairs_知识体系分析.md,245,11405,历史语境与社会机制；人物机构与案例网络；设计本体与问题域；技术思维与制造逻辑,符号系统,6ca4119a03a58a0b04cd90f171aaf5dbde2fb2fb
书籍章节,089_Displaying the Orient Architecture of Islam at Nineteenth-Ce,Chapter Two: Islamic Quarters in Western Cities,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\02_Chapter Two_ Islamic Quarters in Western Cities.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\02_Chapter Two_ Islamic Quarters in Western Cities_知识体系分析.md,153,5494,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,研究范式,b1d262cdf1543c76a668fb3e134de311e5f7042d
书籍章节,089_Displaying the Orient Architecture of Islam at Nineteenth-Ce,Chapter Three: Search for Identity: Architecture of National Pavilions,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\03_Chapter Three_ Search for Identity_ Architecture of National Pavilions.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\03_Chapter Three_ Search for Identity_ Architecture of National Pavilion_知识体系分析.md,217,9583,人物机构与案例网络；历史语境与社会机制；设计本体与问题域；材料媒介与形式语言,符号系统,0187cd25e99fc1a05e7dc6ef53a14282120ed0f3
书籍章节,089_Displaying the Orient Architecture of Islam at Nineteenth-Ce,Chapter Four: Exposition Fever Carried East,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\04_Chapter Four_ Exposition Fever Carried East.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\04_Chapter Four_ Exposition Fever Carried East_知识体系分析.md,99,3287,历史语境与社会机制；人物机构与案例网络；设计本体与问题域；方法过程与研究范式,符号系统,68bdf89c29dd78ec72430551505933467ab042dc
书籍章节,089_Displaying the Orient Architecture of Islam at Nineteenth-Ce,Chapter Five: The Impact,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\05_Chapter Five_ The Impact.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\089_Displaying the Orient Architecture of Islam at Nineteenth-Ce\05_Chapter Five_ The Impact_知识体系分析.md,2687,52554,人物机构与案例网络；历史语境与社会机制；设计本体与问题域；材料媒介与形式语言,功能主义；系统集成；符号系统；研究范式,cc6b7f619fe58d413f682cf3dbaae2253d69fdd2
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\00_前言与目录_知识体系分析.md,4174,1308347,历史语境与社会机制；材料媒介与形式语言；设计本体与问题域；人物机构与案例网络,功能主义；系统集成；标准化；视觉传达；符号系统；创造性；研究范式,660a533a5988460dbafbb8f310a3228040dfa315
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,1. The Aristocracy of Culture,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\01_1. The Aristocracy of Culture.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\01_1. The Aristocracy of Culture_知识体系分析.md,204,24158,人物机构与案例网络；历史语境与社会机制；材料媒介与形式语言；方法过程与研究范式,功能主义；视觉传达；符号系统；研究范式,89d1fbc99fa2688436df96c6418e788f5eb50449
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,2. The Social Space and Its Transformations,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\02_2. The Social Space and Its Transformations.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\02_2. The Social Space and Its Transformations_知识体系分析.md,75,10963,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,功能主义；符号系统；研究范式,35844eee642242d7ba87973191cf90ff94676033
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,3. The Habitus and the Space of Life-Styles,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\03_3. The Habitus and the Space of Life-Styles.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\03_3. The Habitus and the Space of Life-Styles_知识体系分析.md,89,9765,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；方法过程与研究范式,功能主义；符号系统,ce943f3e6ee808caed7f1809385c9a620d947a37
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,4. The Dynamics of the Fields,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\04_4. The Dynamics of the Fields.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\04_4. The Dynamics of the Fields_知识体系分析.md,78,10872,设计本体与问题域；历史语境与社会机制；技术思维与制造逻辑；人物机构与案例网络,功能主义；符号系统,a55ed340cd74e0faa4bc800ddeb5ff57d8b7bfcf
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,5. The Sense of Distinction,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\05_5. The Sense of Distinction.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\05_5. The Sense of Distinction_知识体系分析.md,89,10884,历史语境与社会机制；设计本体与问题域；方法过程与研究范式；技术思维与制造逻辑,功能主义；符号系统；研究范式,8765f35be11b25854cbfb6b70c6f200ea5483eb4
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,6. Cultural Goodwill,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\06_6. Cultural Goodwill.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\06_6. Cultural Goodwill_知识体系分析.md,95,13950,设计本体与问题域；人物机构与案例网络；历史语境与社会机制；方法过程与研究范式,功能主义；系统集成；符号系统；研究范式,a83c3f7c52ecd734ee7ffef45eef8ebb56b1fff6
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,7. The Choice of the Necessary,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\07_7. The Choice of the Necessary.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\07_7. The Choice of the Necessary_知识体系分析.md,53,8651,人物机构与案例网络；历史语境与社会机制；设计本体与问题域；材料媒介与形式语言,符号系统,9caea81e092c9254815a91a2ea41544123d9a457
书籍章节,090_Distinction a social critique of the judgement of taste (Pie,8. Culture and Politics,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\090_Distinction a social critique of the judgement of taste (Pie\08_8. Culture and Politics.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\090_Distinction a social critique of the judgement of taste (Pie\08_8. Culture and Politics_知识体系分析.md,1115,68441,历史语境与社会机制；材料媒介与形式语言；设计本体与问题域；人物机构与案例网络,功能主义；符号系统；创造性；研究范式,95d14f2bbaf1eea88101ba26f920aff0dc733639
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\00_前言与目录_知识体系分析.md,4635,887769,历史语境与社会机制；人物机构与案例网络；材料媒介与形式语言；设计本体与问题域,功能主义；系统集成；标准化；视觉传达；符号系统；创造性；研究范式,9ead26cd4734e5fe76572a2cbe1f6b6bb80f3636
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,1. The Aristocracy of Culture,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\01_1. The Aristocracy of Culture.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\01_1. The Aristocracy of Culture_知识体系分析.md,198,23070,历史语境与社会机制；材料媒介与形式语言；人物机构与案例网络；方法过程与研究范式,功能主义；视觉传达；符号系统；研究范式,621f74acab64cea8547a5d95b14efa4d2dccc92a
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,2. The Social Space and Its Transformations,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\02_2. The Social Space and Its Transformations.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\02_2. The Social Space and Its Transformations_知识体系分析.md,75,10728,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,功能主义；符号系统；研究范式,d504408c2a47960777bc47700bcc25f6cdc46eee
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,3. The Habitus and the Space of Life-Styles,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\03_3. The Habitus and the Space of Life-Styles.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\03_3. The Habitus and the Space of Life-Styles_知识体系分析.md,89,8978,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；方法过程与研究范式,功能主义；符号系统,e4474a025b48070a68e16762d2c16c1e340bfb08
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,4. The Dynamics of the Fields,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\04_4. The Dynamics of the Fields.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\04_4. The Dynamics of the Fields_知识体系分析.md,78,10326,设计本体与问题域；历史语境与社会机制；技术思维与制造逻辑；人物机构与案例网络,功能主义；符号系统,368dc465b8a5fbeb567b2e597d7ae555a369e0b6
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,5. The Sense of Distinction,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\05_5. The Sense of Distinction.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\05_5. The Sense of Distinction_知识体系分析.md,89,10132,历史语境与社会机制；设计本体与问题域；方法过程与研究范式；材料媒介与形式语言,功能主义；符号系统；研究范式,7e6f35321805797dc8f71364b0f0cedeceb2e377
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,6. Cultural Goodwill,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\06_6. Cultural Goodwill.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\06_6. Cultural Goodwill_知识体系分析.md,95,13263,设计本体与问题域；人物机构与案例网络；历史语境与社会机制；材料媒介与形式语言,功能主义；系统集成；符号系统；研究范式,e23d641c2601ab093022b81171e506e0fb0b24f8
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,7 The Choice of the Necessary,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\07_7 The Choice of the Necessary.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\07_7 The Choice of the Necessary_知识体系分析.md,53,8094,人物机构与案例网络；历史语境与社会机制；设计本体与问题域；材料媒介与形式语言,功能主义；符号系统,d175d695ce88e278f2f4a30b53a8a89664c7687f
书籍章节,091_Distinction A Social Critique of the Judgement of Taste (Pie,8. Culture and Politics,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\091_Distinction A Social Critique of the Judgement of Taste (Pie\08_8. Culture and Politics.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\091_Distinction A Social Critique of the Judgement of Taste (Pie\08_8. Culture and Politics_知识体系分析.md,1119,64831,历史语境与社会机制；材料媒介与形式语言；人物机构与案例网络；设计本体与问题域,功能主义；符号系统；创造性；研究范式,b73ad1644b5d0d2612393251fb23bf9dd030f7c3
书籍章节,092_Do Artifacts Have Politics,ll The MIT Press,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\092_Do Artifacts Have Politics\01_ll The MIT Press.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\092_Do Artifacts Have Politics\01_ll The MIT Press_知识体系分析.md,41,7944,历史语境与社会机制；技术思维与制造逻辑；设计本体与问题域；人物机构与案例网络,系统集成；符号系统,e5f4afb5d26e0975ea1a44883d090b7fe7ef57e2
